#
# Output Filename: power_avg.out
# Generation Time: 25-November-2013_15:18:01 (UTC)
# File Contents:   Average Power Values
#
# EPS Version:     v2.5.8
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC_SO10_FULL_________ITL_GEN_1A.itl
# Input CFG:       eps_mac.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCETB "ETB (1, 0, 38)"
# Input EVF:       bepi_events_mpo_00012.evf
#

Ref_date: 7-May-2024

Elapsed time        Total         ANTENNA            SSMM            BELA             ISA          MERMAG          MERTIS            MGNS            MORE          PHEBUS          SERENA   SIMBIOSYS_STC  SIMBIOSYS_HRIC  SIMBIOSYS_VIHI       MIXS_SIXS
ddd_hh:mm:ss      (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)         (Watts)
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
172_00:00:00      160.620           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000          22.500          37.200           0.000           0.000           0.000          18.700
173_00:00:00       98.070           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
174_00:00:00      166.080           0.000           0.000          13.470          12.870           5.630           9.000           5.000          39.000          22.500          37.200           0.000           0.000           2.710          18.700
175_00:00:00      200.120           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          22.500          37.200           3.460           0.000           2.710          21.600
176_00:00:00      183.230           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           3.470          11.210          21.600
177_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
178_00:00:00      138.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          18.700
179_00:00:00      124.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
180_00:00:00      163.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000          39.000          22.500          37.200           0.000           0.000           0.000          18.700
181_00:00:00      171.420           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000          24.000          37.200           0.000           0.000           0.000          18.700
182_00:00:00      174.160           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           2.710          21.600
183_00:00:00      171.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          21.600
184_00:00:00      146.520           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
185_00:00:00      119.820           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          22.500          33.400           0.000           0.000           0.000          18.700
186_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
187_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
188_00:00:00      195.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          37.200           0.000           0.000           0.000          21.600
189_00:00:00      197.420           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          22.500          37.200           0.000           3.470           0.000          21.600
190_00:00:00      136.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000           2.400           0.000           0.000           0.000          21.600
191_00:00:00      121.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          18.700
192_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
193_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
194_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
195_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
196_00:00:00      147.420           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
197_00:00:00      156.820           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000          22.500          33.400           0.000           0.000           0.000          18.700
198_00:00:00      100.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
199_00:00:00      139.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          39.000           0.000          33.400           0.000           0.000           0.000          21.600
200_00:00:00      167.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
201_00:00:00      193.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          25.000          37.200           0.000           0.000           0.000          18.700
202_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          18.700
203_00:00:00      161.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000          24.000          33.400           0.000           0.000           0.000          21.600
204_00:00:00      106.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           6.000          33.400           0.000           0.000           0.000          21.600
205_00:00:00      163.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          39.000          24.000          33.400           0.000           0.000           0.000          21.600
206_00:00:00      167.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
207_00:00:00      175.300           0.000           0.000          43.900          12.870           5.630           9.000           5.000          37.000           6.000          37.200           0.000           0.000           0.000          18.700
208_00:00:00      191.400           0.000           0.000          43.900          12.870           5.630           9.000           5.000          37.000          25.000          34.300           0.000           0.000           0.000          18.700
209_00:00:00      170.520           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000          24.000          33.400           0.000           0.000           0.000          21.600
210_00:00:00      217.520          97.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000          24.000          33.400           0.000           0.000           0.000          14.000
211_00:00:00      189.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          14.000
212_00:00:00      193.520          97.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          14.000
213_00:00:00      218.050          97.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           0.000           0.000           0.000          11.100
214_00:00:00      241.300          97.000           0.000          43.900          12.870           5.630           9.000           5.000           0.000          22.500          34.300           0.000           0.000           0.000          11.100
215_00:00:00      244.050          97.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          14.000
216_00:00:00      189.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          14.000
217_00:00:00      189.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          14.000
218_00:00:00      189.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          14.000
219_00:00:00      223.850          97.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          14.000
220_00:00:00      132.300           0.000           0.000          43.900          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
221_00:00:00      155.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          34.300           0.000           0.000           0.000          21.600
222_00:00:00      104.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
223_00:00:00      104.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
224_00:00:00      104.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
225_00:00:00       99.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000           2.400           0.000           0.000           0.000          21.600
226_00:00:00      128.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           0.000           0.000           0.000          18.700
227_00:00:00      151.150           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          22.500          34.300           0.000           0.000           0.000          18.700
228_00:00:00      104.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
229_00:00:00      104.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
230_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
231_00:00:00      130.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
232_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
233_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
234_00:00:00      121.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          18.700
235_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
236_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
237_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
238_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
239_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
240_00:00:00      130.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          21.600
241_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
242_00:00:00      121.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          18.700
243_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
244_00:00:00      139.530           0.000           0.000          22.770          12.870           4.880          12.900           5.000           0.000          22.500          34.300           0.000           0.000           2.710          21.600
245_00:00:00      150.130           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          34.300           0.000           3.470          11.210          21.600
246_00:00:00      131.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           0.000           0.000           0.000          21.600
247_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
248_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
249_00:00:00      125.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          18.700
250_00:00:00      155.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          34.300           0.000           0.000           0.000          21.600
251_00:00:00      153.030           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           3.470          11.210          21.600
252_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
253_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
254_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
255_00:00:00      120.570           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          33.400           0.000           0.000           0.000          18.700
256_00:00:00      137.910           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           3.460           0.000           0.000          21.600
257_00:00:00      181.710           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000          22.500          37.200           6.180           3.470          11.210          21.600
258_00:00:00      137.730           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           6.180           0.000           0.000          21.600
259_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
260_00:00:00      124.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
261_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
262_00:00:00      155.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          18.700
263_00:00:00      138.160           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          34.300           0.000           0.000           2.710          21.600
264_00:00:00      138.350           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
265_00:00:00      113.320           0.000           0.000          22.770          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
266_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
267_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
268_00:00:00      125.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          18.700
269_00:00:00      134.260           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           0.000           0.000           2.710          21.600
270_00:00:00      175.530           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000          22.500          37.200           0.000           3.470          11.210          21.600
271_00:00:00      138.350           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
272_00:00:00      121.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          18.700
273_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
274_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
275_00:00:00      195.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          37.200           0.000           0.000           0.000          21.600
276_00:00:00      172.020           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           3.470           0.000          21.600
277_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
278_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
279_00:00:00       97.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          33.400           0.000           0.000           0.000          18.700
280_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
281_00:00:00      169.020           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000          22.500          33.400           0.000           0.000           0.000          21.600
282_00:00:00      194.950           0.000           0.000          43.900          12.870           4.880          12.900           5.000          37.000          22.500          34.300           0.000           0.000           0.000          21.600
283_00:00:00      199.350           0.000           0.000          43.900          12.870           4.880          12.900           5.000          37.000          24.000          37.200           0.000           0.000           0.000          21.600
284_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
285_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
286_00:00:00      159.720           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000          22.500          33.400           0.000           0.000           0.000          21.600
287_00:00:00      167.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
288_00:00:00      192.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          37.200           0.000           0.000           0.000          18.700
289_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          18.700
290_00:00:00      146.520           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
291_00:00:00      137.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
292_00:00:00      137.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
293_00:00:00      137.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
294_00:00:00      188.150           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          22.500          34.300           0.000           0.000           0.000          18.700
295_00:00:00      188.900           0.000           0.000          43.900          12.870           5.630           9.000           5.000          37.000          22.500          34.300           0.000           0.000           0.000          18.700
296_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
297_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
298_00:00:00      226.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          14.000
299_00:00:00      253.020          97.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000          22.500          33.400           0.000           0.000           0.000          14.000
300_00:00:00      257.950          97.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          14.000
301_00:00:00      258.700          97.000           0.000          43.900          12.870           5.630           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          11.100
302_00:00:00      284.850          97.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          37.200           0.000           0.000           0.000          14.000
303_00:00:00      226.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          14.000
304_00:00:00      226.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          14.000
305_00:00:00      226.620          97.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          14.000
306_00:00:00      260.950          97.000           0.000          43.900          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          14.000
307_00:00:00      283.700          97.000           0.000          43.900          12.870           5.630           9.000           5.000          37.000          25.000          37.200           0.000           0.000           0.000          11.100
308_00:00:00      158.050           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          11.100
309_00:00:00      156.020           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000          22.500          33.400           0.000           0.000           0.000          14.000
310_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
311_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
312_00:00:00      194.050           0.000           0.000          43.900          12.870           4.880          12.900           5.000          37.000          22.500          33.400           0.000           0.000           0.000          21.600
313_00:00:00      165.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          18.700
314_00:00:00      147.420           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          18.700
315_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
316_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
317_00:00:00      141.120           0.000           0.000          13.470          12.870           4.880          12.900           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
318_00:00:00      146.520           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          21.600
319_00:00:00      168.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          34.300           0.000           0.000           0.000          21.600
320_00:00:00      171.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          21.600
321_00:00:00      171.520           0.000           0.000          22.770          12.870           4.880           9.000           5.000          37.000          25.000          33.400           0.000           0.000           0.000          21.600
322_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
323_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
324_00:00:00      156.820           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000          22.500          33.400           0.000           0.000           0.000          18.700
325_00:00:00      171.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000          37.200           0.000           0.000           0.000          21.600
326_00:00:00      196.020           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          34.300           0.000           3.470           0.000          21.600
327_00:00:00      192.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000          24.000          34.300           0.000           0.000           0.000          21.600
328_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
329_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
330_00:00:00      134.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000          37.000           0.000          33.400           0.000           0.000           0.000          18.700
331_00:00:00      136.650           0.000           0.000          43.900          12.870           4.880           9.000           5.000          37.000           0.000           2.400           0.000           0.000           0.000          21.600
332_00:00:00      138.920           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          34.300           0.000           3.470           0.000          21.600
333_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
334_00:00:00      123.620           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
335_00:00:00      124.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
336_00:00:00      124.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
337_00:00:00      153.150           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          22.500          33.400           0.000           0.000           0.000          21.600
338_00:00:00      141.820           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           3.470           0.000          21.600
339_00:00:00      138.350           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
340_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
341_00:00:00      124.370           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
342_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
343_00:00:00      155.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          18.700
344_00:00:00      161.920           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           3.470           0.000          21.600
345_00:00:00      135.450           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          34.300           0.000           0.000           0.000          21.600
346_00:00:00      132.920           0.000           0.000          22.770          12.870           4.880           9.000           5.000           0.000          22.500          34.300           0.000           0.000           0.000          21.600
347_00:00:00      123.620           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          22.500          37.200           0.000           0.000           0.000          18.700
348_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
349_00:00:00      125.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          18.700
350_00:00:00      159.450           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000          24.000          34.300           0.000           0.000           0.000          21.600
351_00:00:00      161.420           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000          22.500          34.300           0.000           3.470           0.000          21.600
352_00:00:00      138.350           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
353_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
354_00:00:00      101.870           0.000           0.000          13.470          12.870           5.630           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
355_00:00:00      122.220           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          34.300           0.000           0.000           0.000          18.700
356_00:00:00      158.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          37.200           0.000           0.000           0.000          21.600
357_00:00:00      141.820           0.000           0.000          43.900          12.870           4.880          12.900           5.000           0.000           0.000          37.200           0.000           3.470           0.000          21.600
358_00:00:00      131.550           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          34.300           0.000           0.000           0.000          21.600
359_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
360_00:00:00      121.320           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000          24.000          33.400           0.000           0.000           0.000          18.700
361_00:00:00      101.120           0.000           0.000          13.470          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          18.700
362_00:00:00      134.450           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000           0.000          37.200           0.000           0.000           0.000          21.600
363_00:00:00      159.020           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          24.000          34.300           0.000           3.470           0.000          21.600
364_00:00:00      154.050           0.000           0.000          43.900          12.870           4.880           9.000           5.000           0.000          22.500          34.300           0.000           0.000           0.000          21.600
365_00:00:00       61.320           0.000           0.000          13.470          12.870           4.880           9.000           0.000           0.000           0.000           2.400           0.000           0.000           0.000          18.700
